EC = effector cells
SC = suppressor cells
CP = immune checkpoints
MHC = MHC molecules 
Category scores	avg weighted zScore 
EC	0.17975139191827422
SC	0.14791546774194017
CP	0.3517058274520843
MHC	2.6244030969126753
Factor (cell type)	zScore 
Act CD4	0.182369192681736
Act CD8	0.47254565042290275
Tem CD4	-0.052134720659996754
Tem CD8	0.1231692759250702
MDSC	0.011732626863750827
Treg	-0.3075635623476312
PDCD1	-0.6074830585455196
CTLA4	-0.6400689655821579
LAG3	-0.4149480346522115
TIGIT	-0.33396013399285923
HAVCR2	-0.5835204952002844
CD274	-0.7409660606626758
PDCD1LG2	-0.9972422978325299
CD27	-0.2689870144746841
ICOS	-0.8312131275897556
IDO1	-0.2990693701170441
B2M	3.812795230974467
TAP1	2.110578977420318
TAP2	1.2528940608693857
HLA-A	3.7221110360261633
HLA-B	3.7329994976457233
HLA-C	3.249178255973685
HLA-DPA1	1.7906410047959582
HLA-DPB1	1.533530250494678
HLA-E	2.575325541802617
HLA-F	2.4639771131237627
Act CD4 specific factors	zScore 
AIM2	-0.039534542243526
BIRC3	0.3838835546776704
BRIP1	-0.6748007738138919
CCL20	1.3748925177016778
CCL4	0.22747120090180664
CCL5	0.9111791650059065
CCNB1	1.2991104143859837
CCR7	-0.28269693877668434
DUSP2	0.0912859528352706
ESCO2	-0.45031566546027024
ETS1	0.05107017488273651
EXO1	-0.21847885856789478
EXOC6	0.3442638603904407
IARS	1.139161297529314
KIF11	0.5629073488240798
KNTC1	0.10090276930218094
NUF2	0.15987531325629223
PRC1	0.741811926237428
PSAT1	1.0842421224992722
RGS1	0.4269605342236654
RTKN2	-0.8188145873514251
SAMSN1	-0.565280335041971
SELL	-0.5454506184428459
TRAT1	-0.9267852085935547
Act CD8 specific factors	zScore 
ADRM1	2.3532645070212332
AHSA1	1.8341153734521565
C1GALT1C1	1.1022041102804436
CCT6B	-0.6361745523021695
CD37	-0.06961689788588613
CD3D	0.34307169305983193
CD3E	0.2741246824396278
CD3G	-0.7522916503034586
CD69	-0.5517293663840518
CD8A	0.06327002056596571
CETN3	0.5433558046020966
CSE1L	1.5214893604555297
GEMIN6	0.8716389485407173
GNLY	0.0954585384924011
GPT2	1.2023859049625962
GZMA	0.4421010593223962
GZMH	-0.5313035661196225
GZMK	-0.4842129565605781
IL2RB	-0.14361075020566721
LCK	-0.17917707556882737
MPZL1	1.153944172428862
NKG7	0.3199039079350025
PIK3IP1	0.9543356223739421
PTRH2	1.1765158738883872
TIMM13	1.5703284820994672
ZAP70	-0.18720433559492608
Tem CD4 specific factors	zScore 
ATM	-0.28206111620035973
CASP3	1.1477449023096968
CASQ1	-1.032371495174467
CD300E	-1.032371495174467
DARS	1.1735751944728856
DOCK9	0.8372250515971458
EXOSC9	0.5693053134983465
EZH2	0.7389904635549872
GDE1	1.542988111317507
IL34	-0.27403385617426096
NCOA4	1.271134221027699
NEFL	-1.032371495174467
PDGFRL	-1.0122238672871795
PTGS1	-0.5694529206991015
REPS1	0.6019706983570254
SCG2	-0.9658485581265003
SDPR	-0.9200693326311256
SIGLEC14	-0.8850990909332698
SIGLEC6	-1.032371495174467
TAL1	-0.9751474633052483
TFEC	-0.9671996811011901
TIPIN	0.0408572747505218
TPK1	0.26009684684946527
UQCRB	1.4801211540834074
USP9Y	-0.713784645524797
WIPF1	-0.25225693293514173
ZCRB1	0.8750167559774423
Tem CD8 specific factors	zScore 
ACAP1	-0.256667952058394
HLA-DPA1	1.7906410047959582
HLA-DPB1	1.533530250494678
APOL3	0.689316824779624
ARHGAP10	-0.7658426189613776
ATP10D	-0.48341817834017226
C3AR1	-0.7781219424666475
CCR5	-0.68274855601795
CD160	-0.9222947116482618
CD55	1.7169253248533194
CFLAR	0.7639862385867504
CMKLR1	-0.8597059267913042
DAPP1	-0.1941586450234768
FCRL6	-0.9717299169575033
FLT3LG	-0.1461143015999455
GZMM	-0.6720587889534919
HAPLN3	-0.293307228019102
HLA-DMB	0.9998764144031953
IFI16	0.25540765534907095
LIME1	0.9705093591592004
LTK	-0.6309687549585113
NFKBIA	1.6650660459718396
SETD7	0.4444853939836137
SIK1	0.3062734614550428
TRIB2	-0.39964855390939963
Treg specific factors	zScore 
CCL3L1	-0.7485164537565309
CD72	-0.5346018957343066
CLEC5A	-0.990287988403979
FOXP3	-0.6592628596049583
ITGA4	-0.47968272070426493
L1CAM	-0.7026974893501359
LIPA	0.7950223280935971
LRP1	1.0771288574266402
LRRC42	0.6345566053936638
MARCO	-1.032371495174467
MMP12	0.019676435176707033
MNDA	-0.7614315998381255
MRC1	-0.9072336643715716
MS4A6A	-0.5403640378322487
PELO	0.3153339331676691
PLEK	-0.5282436699710601
PRSS23	0.7970490125556321
PTGIR	-0.8725018561398378
ST8SIA4	-0.9030213398034209
STAB1	-0.1298213480816264
Immunophenoscore: 	10
